gene,snp
SQSTM1P1,rs7520810
LINC00448,rs7520810
LINC00448,rs7521483
H3F3BP1,rs752434
RPL21P109,rs752434
DACH1,rs752434
RP3-453C12.8,rs75279593
RP3-461P17.10,rs75279593
RP3-461P17.9,rs75279593
RPL5P2,rs75279593
SDC4,rs75279593
SYS1-DBNDD2,rs75279593
TP53TG5,rs75279593
DBNDD2,rs75279593
PIGT,rs75279593
AL031663.2,rs75279593
AL031663.1,rs75279593
WFDC2,rs75279593
SPINT3,rs75279593
MYO16-AS2,rs7528419
MYO16-AS1,rs7528419
LINC00370,rs7528419
MYO16,rs7528419
LINC00448,rs7528963
CR848007.5,rs75331444
CYP4F60P,rs75331444
SNX18P5,rs75331444
CR848007.2,rs75331444
ANKRD20A7P,rs75331444
RNU6-599P,rs75331444
MEP1AP4,rs75331444
THBS1,rs753381
FSIP1,rs753381
RP11-624L4.1,rs753381
RP11-462P6.1,rs753381
RP11-624L4.2,rs753381
RP11-27M9.1,rs753381
CTD-2033D15.1,rs753381
RP11-37C7.3,rs753381
LINC01074,rs7534572
LINC00459,rs7534572
RPL32P28,rs7534572
SQSTM1P1,rs7534572
LINC00448,rs7534572
RP11-139H15.1,rs7536204
DYX1C1-CCPG1,rs7536204
MIR628,rs7536204
RP11-178D12.2,rs7536204
RSL24D1,rs7536204
RAB27A,rs7536204
PIGB,rs7536204
CCPG1,rs7536204
C15orf65,rs7536204
DYX1C1,rs7536204
MIR5007,rs7536300
TPM1,rs7539616
LACTB,rs7539616
RP11-1069G10.1,rs7539616
RP11-1069G10.2,rs7539616
RP11-244F12.1,rs7539616
RP11-244F12.3,rs7539616
RP11-244F12.2,rs7539616
RP11-69G7.1,rs7539616
TPTE2P1,rs7541095
SLC25A15P3,rs7541095
RPL34P27,rs7541095
AL359757.1,rs7541095
AMER2-AS1,rs7541095
LINC01053,rs7541095
LINC01076,rs7541095
RPL23AP69,rs7541095
AL590787.1,rs7541095
RP11-271M24.2,rs7541095
TCEB2P1,rs7541095
CENPJ,rs7541095
PABPC3,rs7541095
AMER2,rs7541095
MTMR6,rs7541095
NUPL1,rs7541095
ATP8A2,rs7541095
RP11-152L20.3,rs7542747
RP11-24J19.1,rs7542747
DUXAP6,rs7542747
NPM1P5,rs7542747
ENO1P2,rs7542747
RP11-763K15.1,rs7542747
LINC00930,rs7542747
RP11-386M24.3,rs7542747
RP11-386M24.6,rs7542747
RP11-386M24.9,rs7542747
RP11-386M24.5,rs7542747
RP11-386M24.8,rs7542747
HMGN1P38,rs7542747
RP11-386M24.4,rs7542747
RP11-386M24.1,rs7542747
CTD-2313J17.3,rs7542747
CTD-2313J17.5,rs7542747
ASB9P1,rs7542747
CTD-2313J17.1,rs7542747
RN7SL599P,rs7542747
AC013394.2,rs7542747
MIR3175,rs7542747
SLCO3A1,rs7542747
ST8SIA2,rs7542747
C15orf32,rs7542747
FAM174B,rs7542747
CHD2,rs7542747
PLK1S1,rs75429038
RP4-777D9.2,rs75429038
ZNF877P,rs75429038
RP11-227D2.3,rs75429038
RN7SKP140,rs75429038
RP5-984P4.1,rs75429038
GSTM3P1,rs75429038
NKX2-2-AS1,rs75429038
RP5-984P4.4,rs75429038
XRN2,rs75429038
NKX2-4,rs75429038
NKX2-2,rs75429038
NPC1,rs754523
ANKRD29,rs754523
LAMA3,rs754523
RPS10P27,rs754523
RPL23AP77,rs754523
AC010754.1,rs754523
NPC1,rs754524
ANKRD29,rs754524
LAMA3,rs754524
RPS10P27,rs754524
RPL23AP77,rs754524
AC010754.1,rs754524
AC007948.1,rs7550306
RP11-453M23.1,rs7550306
RP11-775G23.1,rs7550306
MYO16-AS2,rs7551176
MYO16-AS1,rs7551176
LINC00370,rs7551176
LINC01067,rs7551176
LINC00399,rs7551176
MYO16,rs7551176
MIR5007,rs7551981
LINC01074,rs7555577
LINC00459,rs7555577
RPL32P28,rs7555577
SQSTM1P1,rs7555577
LINC00448,rs7555577
CRYL1,rs7557067
IFT88,rs7557067
IL17D,rs7557067
N6AMT2,rs7557067
MIR4499,rs7557067
SLC35E1P1,rs7557067
RNU2-7P,rs7557067
AL161772.1,rs7557067
AL512652.1,rs7557067
IFT88,rs7566030
IL17D,rs7566030
N6AMT2,rs7566030
XPO4,rs7566030
AL161772.1,rs7566030
AL512652.1,rs7566030
RANP8,rs7566030
RPSAP54,rs7566030
N6AMT2,rs7566040
XPO4,rs7566040
CNOT4P1,rs7566040
HNRNPA1P30,rs7566040
RPSAP54,rs7566040
LATS2-AS1,rs7566040
PLK1S1,rs7567217
RP4-777D9.2,rs7567217
ZNF877P,rs7567217
RP11-227D2.3,rs7567217
RN7SKP140,rs7567217
RP5-984P4.1,rs7567217
GSTM3P1,rs7567217
NKX2-2-AS1,rs7567217
RP5-984P4.4,rs7567217
XRN2,rs7567217
NKX2-4,rs7567217
NKX2-2,rs7567217
AC139085.2,rs75673664
RNU6-346P,rs75673664
RPL26P35,rs75673664
RP11-162A12.3,rs75673664
RP11-862L9.3,rs75673664
RP11-751H17.1,rs75673664
RP11-176N18.2,rs75673664
RP11-162A12.2,rs75673664
ZNF236,rs75673664
MBP,rs75673664
GALR1,rs75673664
PLK1S1,rs7567653
RP4-777D9.2,rs7567653
ZNF877P,rs7567653
RP11-227D2.3,rs7567653
RN7SKP140,rs7567653
RP5-984P4.1,rs7567653
GSTM3P1,rs7567653
NKX2-2-AS1,rs7567653
RP5-984P4.4,rs7567653
XRN2,rs7567653
NKX2-4,rs7567653
NKX2-2,rs7567653
RP11-380M21.2,rs75687619
RP11-380M21.4,rs75687619
SMAD2,rs75687619
PLK1S1,rs7568899
RP4-777D9.2,rs7568899
ZNF877P,rs7568899
RP11-227D2.3,rs7568899
RN7SKP140,rs7568899
RP5-984P4.1,rs7568899
GSTM3P1,rs7568899
NKX2-2-AS1,rs7568899
RP5-984P4.4,rs7568899
XRN2,rs7568899
NKX2-4,rs7568899
NKX2-2,rs7568899
POTEB2,rs7569093
RP11-403B2.6,rs7569093
RP11-403B2.3,rs7569093
RP11-810K23.7,rs7569093
RNU6-749P,rs7569093
RP11-810K23.9,rs7569093
RP11-810K23.10,rs7569093
RP11-810K23.5,rs7569093
NF1P1,rs7569093
MIR5701-1,rs7569093
CT60,rs7569093
OR11J2P,rs7569093
CHODL,rs757000
TMPRSS15,rs757000
CHODL-AS1,rs757000
RPL37P3,rs757000
AP000998.2,rs757000
SNORD39,rs7571647
IFNA13,rs7571647
IFNA2,rs7571647
IFNA1,rs7571647
IFNE,rs7571647
RP11-354P17.15,rs7571647
IFNA11P,rs7571647
IFNWP19,rs7571647
MIR31HG,rs7571647
MIR31,rs7571647
RP11-344A7.1,rs7571647
IGHD5OR15-5B,rs7575840
IGHD4OR15-4B,rs7575840
IGHD3OR15-3B,rs7575840
IGHD2OR15-2B,rs7575840
IGHD1OR15-1B,rs7575840
OR11J5P,rs7575840
KIAA0125P2,rs7575840
RP11-810K23.6,rs7575840
RP11-854K16.2,rs7575840
RN7SL400P,rs7575840
RP11-854K16.3,rs7575840
BMS1P16,rs7575840
GABRG3,rs7577311
RP11-100M12.1,rs7577311
RP11-100M12.3,rs7577311
RP11-30G8.2,rs7577311
OCA2,rs7577437
HERC2,rs7577437
RP11-100M12.3,rs7577437
RP11-30G8.2,rs7577437
RP11-30G8.1,rs7577437
AC090696.2,rs7577437
RPL5P32,rs7577437
IFT88,rs7578527
IL17D,rs7578527
N6AMT2,rs7578527
XPO4,rs7578527
AL161772.1,rs7578527
AL512652.1,rs7578527
RANP8,rs7578527
RPSAP54,rs7578527
NPC1,rs7590135
ANKRD29,rs7590135
LAMA3,rs7590135
RPS10P27,rs7590135
RPL23AP77,rs7590135
AC010754.1,rs7590135
POTEB2,rs7604788
IGHD5OR15-5B,rs7604788
IGHD4OR15-4B,rs7604788
IGHD3OR15-3B,rs7604788
IGHD2OR15-2B,rs7604788
IGHD1OR15-1B,rs7604788
RP11-810K23.7,rs7604788
RNU6-749P,rs7604788
RP11-810K23.9,rs7604788
RP11-810K23.10,rs7604788
RP11-810K23.5,rs7604788
NF1P1,rs7604788
MIR5701-1,rs7604788
CT60,rs7604788
OR11J2P,rs7604788
OR11J5P,rs7604788
KIAA0125P2,rs7604788
RP11-810K23.6,rs7604788
RP11-854K16.2,rs7604788
BMS1P16,rs7604788
IFT88,rs7605304
IL17D,rs7605304
N6AMT2,rs7605304
XPO4,rs7605304
AL161772.1,rs7605304
AL512652.1,rs7605304
RANP8,rs7605304
RPSAP54,rs7605304
RP4-796I8.1,rs7611617
RP11-102J14.1,rs7611617
PA2G4P2,rs7611617
RP11-74C3.1,rs7616006
RP11-71E22.1,rs7616006
RNU2-47P,rs7616006
TYRP1,rs7617041
LURAP1L,rs7617041
RP11-3L8.3,rs7617041
RN7SL849P,rs7617041
RYR3,rs761826
AVEN,rs761826
CHRM5,rs761826
EMC7,rs761826
PGBD4,rs761826
KATNBL1,rs761826
EMC4,rs761826
SLC12A6,rs761826
NUTM1,rs761826
RP11-3D4.3,rs761826
RP11-3D4.2,rs761826
RP11-74D7.1,rs761826
RP11-1084A12.1,rs761826
RP11-1084A12.2,rs761826
AL031055.1,rs76366838
RN7SKP33,rs76366838
SLC13A3,rs76366838
TP53RK,rs76366838
SLC2A10,rs76366838
EYA2,rs76366838
AC139085.2,rs76478815
RNU6-346P,rs76478815
RPL26P35,rs76478815
RP11-162A12.3,rs76478815
RP11-862L9.3,rs76478815
RP11-751H17.1,rs76478815
RP11-176N18.2,rs76478815
RP11-162A12.2,rs76478815
ZNF236,rs76478815
MBP,rs76478815
GALR1,rs76478815
IFNA21,rs76520886
IFNA4,rs76520886
IFNA7,rs76520886
IFNA10,rs76520886
IFNA16,rs76520886
IFNA17,rs76520886
IFNA14,rs76520886
IFNA5,rs76520886
KLHL9,rs76520886
IFNA6,rs76520886
IFNA13,rs76520886
IFNA2,rs76520886
IFNA8,rs76520886
IFNA1,rs76520886
IFNE,rs76520886
IFNWP15,rs76520886
IFNWP9,rs76520886
IFNWP18,rs76520886
IFNWP5,rs76520886
IFNA22P,rs76520886
IFNA20P,rs76520886
RP11-354P17.15,rs76520886
IFNA11P,rs76520886
IFNA12P,rs76520886
IFNWP2,rs76520886
IFNWP19,rs76520886
MIR31HG,rs76520886
IFNA21,rs76566643
IFNA4,rs76566643
IFNA7,rs76566643
IFNA10,rs76566643
IFNA16,rs76566643
IFNA17,rs76566643
IFNA14,rs76566643
IFNA5,rs76566643
KLHL9,rs76566643
IFNA6,rs76566643
IFNA13,rs76566643
IFNA2,rs76566643
IFNA8,rs76566643
IFNA1,rs76566643
IFNE,rs76566643
IFNWP15,rs76566643
IFNWP9,rs76566643
IFNWP18,rs76566643
IFNWP5,rs76566643
IFNA22P,rs76566643
IFNA20P,rs76566643
RP11-354P17.15,rs76566643
IFNA11P,rs76566643
IFNA12P,rs76566643
IFNWP2,rs76566643
IFNWP19,rs76566643
MIR31HG,rs76566643
RP3-453C12.8,rs76866386
RP3-461P17.10,rs76866386
RP3-461P17.9,rs76866386
RPL5P2,rs76866386
SDC4,rs76866386
SYS1-DBNDD2,rs76866386
TP53TG5,rs76866386
DBNDD2,rs76866386
PIGT,rs76866386
AL031663.2,rs76866386
AL031663.1,rs76866386
WFDC2,rs76866386
SPINT3,rs76866386
PLK1S1,rs76889510
RP4-777D9.2,rs76889510
ZNF877P,rs76889510
RP11-227D2.3,rs76889510
RN7SKP140,rs76889510
RP5-984P4.1,rs76889510
GSTM3P1,rs76889510
NKX2-2-AS1,rs76889510
RP5-984P4.4,rs76889510
XRN2,rs76889510
NKX2-4,rs76889510
NKX2-2,rs76889510
CHODL,rs769267
TMPRSS15,rs769267
CHODL-AS1,rs769267
RPL37P3,rs769267
AP000998.2,rs769267
CTD-2014N11.3,rs769449
RNU1-78P,rs769449
RP11-109D20.1,rs769449
RP11-109D20.2,rs769449
CTD-2651B20.1,rs769449
RP11-519G16.2,rs769449
CTD-2651B20.2,rs769449
SORD,rs769449
DUOX2,rs769449
DUOXA2,rs769449
DUOXA1,rs769449
DUOX1,rs769449
SHF,rs769449
SLC28A2,rs769449
AL138751.1,rs7700468
HSPB1P1,rs7700468
BTF3P4,rs7700468
RP11-63P12.7,rs7700468
RP11-63P12.2,rs7700468
RNA5SP285,rs7700468
RP11-63P12.6,rs7700468
RP11-217F16.1,rs7700468
RP11-313E4.1,rs7700468
ABHD17B,rs7700468
C9orf85,rs7700468
C9orf57,rs7700468
GDA,rs7700468
ZFAND5,rs7700468
TMC1,rs7700468
RP11-24D15.1,rs7700719
LOXL1-AS1,rs7700719
DNM1P33,rs7700719
LOXL1,rs7700719
STOML1,rs7700719
PML,rs7700719
ISLR2,rs7700719
DNM1P33,rs7700965
RN7SL429P,rs7700965
RP11-247C2.1,rs7700965
RP11-665J16.1,rs7700965
RP11-60L3.1,rs7700965
RP11-60L3.2,rs7700965
CTD-2311M21.2,rs7700965
CTD-2311M21.3,rs7700965
STOML1,rs7700965
PML,rs7700965
GOLGA6A,rs7700965
ISLR2,rs7700965
RP11-247C2.2,rs7700965
ISLR,rs7700965
STRA6,rs7700965
CCDC33,rs7700965
LINC00402,rs7701925
RNY1P5,rs7701925
RPL21P108,rs7701925
LINC00381,rs7701925
LINC00347,rs7701925
KLF12,rs7701925
AL355390.1,rs7701925
AL138751.1,rs7709282
HSPB1P1,rs7709282
BTF3P4,rs7709282
RP11-63P12.7,rs7709282
RP11-63P12.2,rs7709282
RNA5SP285,rs7709282
RP11-63P12.6,rs7709282
RP11-217F16.1,rs7709282
RP11-313E4.1,rs7709282
ABHD17B,rs7709282
C9orf85,rs7709282
C9orf57,rs7709282
GDA,rs7709282
ZFAND5,rs7709282
TMC1,rs7709282
LOXL1-AS1,rs7710706
DNM1P33,rs7710706
RN7SL429P,rs7710706
RP11-247C2.1,rs7710706
STOML1,rs7710706
PML,rs7710706
GOLGA6A,rs7710706
ISLR2,rs7710706
KLF12,rs7711235
RP11-409O11.3,rs7711762
AL138751.1,rs7711762
TMEM2,rs7711762
ABHD17B,rs7711762
C9orf85,rs7711762
PIEZO2,rs77140532
LOXL1-AS1,rs7714420
DNM1P33,rs7714420
RN7SL429P,rs7714420
RP11-247C2.1,rs7714420
STOML1,rs7714420
PML,rs7714420
GOLGA6A,rs7714420
ISLR2,rs7714420
AC139085.2,rs7715739
RNU6-346P,rs7715739
RPL26P35,rs7715739
RP11-162A12.3,rs7715739
RP11-862L9.3,rs7715739
RP11-751H17.1,rs7715739
RP11-176N18.2,rs7715739
RP11-162A12.2,rs7715739
ZNF236,rs7715739
MBP,rs7715739
GALR1,rs7715739
LINC00402,rs7715806
RNY1P5,rs7715806
RPL21P108,rs7715806
LINC00381,rs7715806
LINC00347,rs7715806
KLF12,rs7715806
AL355390.1,rs7715806
AC139085.2,rs7717355
RNU6-346P,rs7717355
RPL26P35,rs7717355
RP11-162A12.3,rs7717355
RP11-862L9.3,rs7717355
RP11-751H17.1,rs7717355
RP11-176N18.2,rs7717355
RP11-162A12.2,rs7717355
ZNF236,rs7717355
MBP,rs7717355
GALR1,rs7717355
AL138751.1,rs7717505
HSPB1P1,rs7717505
BTF3P4,rs7717505
RP11-63P12.7,rs7717505
RP11-63P12.2,rs7717505
RNA5SP285,rs7717505
RP11-63P12.6,rs7717505
RP11-217F16.1,rs7717505
RP11-313E4.1,rs7717505
ABHD17B,rs7717505
C9orf85,rs7717505
C9orf57,rs7717505
GDA,rs7717505
ZFAND5,rs7717505
TMC1,rs7717505
RP11-409O11.3,rs7720620
AL138751.1,rs7720620
TMEM2,rs7720620
ABHD17B,rs7720620
C9orf85,rs7720620
RP11-665J16.1,rs7722186
RP11-60L3.2,rs7722186
CTD-2311M21.2,rs7722186
CTD-2311M21.3,rs7722186
UBL7-AS1,rs7722186
RP11-10O17.1,rs7722186
RP11-10O17.3,rs7722186
CTD-3154N5.1,rs7722186
RP11-414J4.2,rs7722186
STRA6,rs7722186
CCDC33,rs7722186
CYP11A1,rs7722186
SEMA7A,rs7722186
UBL7,rs7722186
ARID3B,rs7722186
CLK3,rs7722186
EDC3,rs7722186
CYP1A1,rs7722186
CYP1A2,rs7722186
CSK,rs7722186
LMAN1L,rs7722186
CPLX3,rs7722186
LINC00402,rs7723531
RNY1P5,rs7723531
RPL21P108,rs7723531
LINC00381,rs7723531
LINC00347,rs7723531
KLF12,rs7723531
AL355390.1,rs7723531
RP11-409O11.3,rs7724438
AL138751.1,rs7724438
TMEM2,rs7724438
ABHD17B,rs7724438
C9orf85,rs7724438
IFNA21,rs77288288
IFNA4,rs77288288
IFNA7,rs77288288
IFNA10,rs77288288
IFNA16,rs77288288
IFNA17,rs77288288
IFNA14,rs77288288
IFNA5,rs77288288
KLHL9,rs77288288
IFNA6,rs77288288
IFNA13,rs77288288
IFNA2,rs77288288
IFNA8,rs77288288
IFNA1,rs77288288
IFNE,rs77288288
IFNWP15,rs77288288
IFNWP9,rs77288288
IFNWP18,rs77288288
IFNWP5,rs77288288
IFNA22P,rs77288288
IFNA20P,rs77288288
RP11-354P17.15,rs77288288
IFNA11P,rs77288288
IFNA12P,rs77288288
IFNWP2,rs77288288
IFNWP19,rs77288288
MIR31HG,rs77288288
CTD-2014N11.3,rs77301115
RNU1-78P,rs77301115
RP11-109D20.1,rs77301115
RP11-109D20.2,rs77301115
CTD-2651B20.1,rs77301115
RP11-519G16.2,rs77301115
CTD-2651B20.2,rs77301115
SORD,rs77301115
DUOX2,rs77301115
DUOXA2,rs77301115
DUOXA1,rs77301115
DUOX1,rs77301115
SHF,rs77301115
SLC28A2,rs77301115
CICP4,rs77318099
LINC00266-1,rs77318099
MYT1,rs77318099
PCMTD2,rs77318099
AL138751.1,rs7733436
HSPB1P1,rs7733436
BTF3P4,rs7733436
RP11-63P12.7,rs7733436
RP11-63P12.2,rs7733436
RNA5SP285,rs7733436
RP11-63P12.6,rs7733436
RP11-217F16.1,rs7733436
RP11-313E4.1,rs7733436
ABHD17B,rs7733436
C9orf85,rs7733436
C9orf57,rs7733436
GDA,rs7733436
ZFAND5,rs7733436
TMC1,rs7733436
GABRG3,rs77350364
OCA2,rs77350364
HERC2,rs77350364
RP11-100M12.1,rs77350364
RP11-100M12.3,rs77350364
RP11-30G8.2,rs77350364
RP11-30G8.1,rs77350364
AC090696.2,rs77350364
RPL5P32,rs77350364
DNM1P33,rs7735937
RN7SL429P,rs7735937
RP11-247C2.1,rs7735937
RP11-665J16.1,rs7735937
RP11-60L3.1,rs7735937
RP11-60L3.2,rs7735937
CTD-2311M21.2,rs7735937
CTD-2311M21.3,rs7735937
STOML1,rs7735937
PML,rs7735937
GOLGA6A,rs7735937
ISLR2,rs7735937
RP11-247C2.2,rs7735937
ISLR,rs7735937
STRA6,rs7735937
CCDC33,rs7735937
LINC01058,rs7739560
RBM22P2,rs7739560
MFAP1P1,rs7739560
PTPN2P2,rs7739560
LINC00398,rs7739560
TEX26-AS1,rs7739560
LINC00545,rs7739560
HMGB1,rs7739560
USPL1,rs7739560
ALOX5AP,rs7739560
MEDAG,rs7739560
TEX26,rs7739560
RP11-572H4.1,rs7741091
SLC25A6P2,rs7741091
RP11-271O3.1,rs7741091
RP11-291J9.1,rs7741091
RP11-291J9.2,rs7741091
GRIK1-AS1,rs7743761
AF096876.1,rs7743761
GRIK1,rs7743761
ARHGAP11B,rs7750641
FAN1,rs7750641
MTMR10,rs7750641
TRPM1,rs7750641
GOLGA8UP,rs7750641
RN7SL82P,rs7750641
AC004460.1,rs7750641
HERC2P10,rs7750641
RP11-540B6.2,rs7750641
RP11-540B6.3,rs7750641
RP11-540B6.6,rs7750641
RNU6-466P,rs7750641
RP11-348B17.1,rs7750641
MIR211,rs7750641
RP11-16E12.1,rs7750641
RP11-572H4.1,rs7752021
SLC25A6P2,rs7752021
RP11-271O3.1,rs7752021
RP11-291J9.1,rs7752021
RP11-291J9.2,rs7752021
COX7BP2,rs7754038
HIGD1AP16,rs7754038
RNU4-40P,rs7754038
RNU6-937P,rs7754038
PHF20,rs7754038
SCAND1,rs7754038
CNBD2,rs7754038
EEF1DP3,rs7755224
LINC01073,rs7755224
FRY-AS1,rs7755224
RXFP2,rs7755224
FRY,rs7755224
ACO1,rs7759742
DDX58,rs7759742
TOPORS,rs7759742
NDUFB6,rs7759742
GVQW1,rs7759742
TAF1L,rs7759742
TMEM215,rs7759742
SLC25A5P8,rs7759742
AL353671.2,rs7759742
AL353671.1,rs7759742
TOPORS-AS1,rs7759742
AL353671.3,rs7759742
AL353671.4,rs7759742
RP11-205M20.7,rs7759742
AL589642.1,rs7759742
RP11-555J4.4,rs7759742
RP11-555J4.3,rs7759742
RP11-555J4.2,rs7759742
AL157884.1,rs7759742
ARHGAP11B,rs7761068
FAN1,rs7761068
MTMR10,rs7761068
TRPM1,rs7761068
GOLGA8UP,rs7761068
RN7SL82P,rs7761068
AC004460.1,rs7761068
HERC2P10,rs7761068
RP11-540B6.2,rs7761068
RP11-540B6.3,rs7761068
RP11-540B6.6,rs7761068
RNU6-466P,rs7761068
RP11-348B17.1,rs7761068
MIR211,rs7761068
RP11-16E12.1,rs7761068
RP11-37E23.5,rs7762279
FRY,rs7762279
BRCA2,rs7762279
RP11-410N8.3,rs7767581
RP11-410N8.1,rs7767581
C20orf203,rs7767581
BAK1P1,rs7767581
RP5-1085F17.4,rs7767581
RP5-1085F17.3,rs7767581
C20orf112,rs7767581
RP11-410N8.4,rs7767581
COMMD7,rs7767581
DNMT3B,rs7767581
MAPRE1,rs7767581
EFCAB8,rs7767581
RP11-572H4.1,rs7771971
SLC25A6P2,rs7771971
RP11-271O3.1,rs7771971
RP11-291J9.1,rs7771971
RP11-291J9.2,rs7771971
RP11-572H4.1,rs7772549
SLC25A6P2,rs7772549
RP11-271O3.1,rs7772549
RP11-291J9.1,rs7772549
RP11-291J9.2,rs7772549
LINC01066,rs7774197
WDR95P,rs7774197
ANKRD26P4,rs7774197
HSPH1,rs7774197
B3GALTL,rs7774197
ACO1,rs7775397
RNA5SP281,rs7775397
SLC25A5P8,rs7775397
GRIK1-AS1,rs7775759
AF096876.1,rs7775759
GRIK1,rs7775759
AC007948.1,rs77907749
RP11-453M23.1,rs77907749
RP11-775G23.1,rs77907749
PIAS2,rs7791240
KATNAL2,rs7791240
RP11-49K24.4,rs7791240
RP11-49K24.8,rs7791240
TCEB3CL2,rs7791240
RP11-49K24.5,rs7791240
TCEB3CL,rs7791240
RNU6-1131P,rs7791240
CTD-2130O13.1,rs7791240
TCEB3C,rs7791240
TCEB3B,rs7791240
HDHD2,rs7791240
IER3IP1,rs7791240
SKOR2,rs7791240
AC073940.1,rs7798185
AC090519.2,rs7798185
AC090519.7,rs7798185
AC090519.6,rs7798185
AC090519.1,rs7798185
AC090519.5,rs7798185
AC090519.4,rs7798185
AC090519.3,rs7798185
RP11-616K22.1,rs7798185
FRMD5,rs7798185
CASC4,rs7798185
PLK1S1,rs78003123
RP4-777D9.2,rs78003123
ZNF877P,rs78003123
RP11-227D2.3,rs78003123
RN7SKP140,rs78003123
RP5-984P4.1,rs78003123
GSTM3P1,rs78003123
NKX2-2-AS1,rs78003123
RP5-984P4.4,rs78003123
XRN2,rs78003123
NKX2-4,rs78003123
NKX2-2,rs78003123
TTC39C,rs7809080
CABYR,rs7809080
RP11-403A21.1,rs7809080
RP11-403A21.2,rs7809080
RP11-403A21.3,rs7809080
RP11-799B12.2,rs7809080
NPC1,rs78120576
ANKRD29,rs78120576
LAMA3,rs78120576
RPS10P27,rs78120576
RPL23AP77,rs78120576
AC010754.1,rs78120576
RP11-575I8.1,rs78170284
AC007948.1,rs783291
RP11-453M23.1,rs783291
RP11-775G23.1,rs783291
RP11-625H11.1,rs78528969
RP11-625H11.2,rs78528969
AC103740.1,rs78528969
MIR190A,rs78528969
RP11-1069G10.1,rs78528969
RP11-1069G10.2,rs78528969
RP11-244F12.1,rs78528969
TLN2,rs78528969
RP4-553F4.2,rs78827939
RPL31P2,rs78827939
RP4-553F4.6,rs78827939
TPM3P2,rs78827939
PIGPP3,rs78827939
RP5-1125A11.1,rs78827939
RP5-1125A11.4,rs78827939
MIR4755,rs78827939
RP1-64K7.4,rs78827939
RPS2P1,rs78827939
NECAB3,rs78827939
E2F1,rs78827939
PXMP4,rs78827939
ZNF341,rs78827939
CHMP4B,rs78827939
RALY,rs78827939
EIF2S2,rs78827939
ASIP,rs78827939
PLCB4,rs78933755
AP000568.2,rs78980904
C1QBPP,rs78980904
AP000946.2,rs78980904
IGHD5OR15-5B,rs79192207
IGHD4OR15-4B,rs79192207
IGHD3OR15-3B,rs79192207
IGHD2OR15-2B,rs79192207
IGHD1OR15-1B,rs79192207
OR11J5P,rs79192207
KIAA0125P2,rs79192207
RP11-810K23.6,rs79192207
RP11-854K16.2,rs79192207
RN7SL400P,rs79192207
RP11-854K16.3,rs79192207
BMS1P16,rs79192207
RP11-380M21.2,rs79398853
RP11-380M21.4,rs79398853
SMAD2,rs79398853
FAUP1,rs7940
RP11-231E4.2,rs7940
RP11-231E4.3,rs7940
LINC00909,rs7940
CYB5A,rs7940
C18orf63,rs7940
FAM69C,rs7940
CNDP2,rs7940
CNDP1,rs7940
ZNF407,rs7940
IFNA21,rs79428416
IFNA4,rs79428416
IFNA7,rs79428416
IFNA10,rs79428416
IFNA16,rs79428416
IFNA17,rs79428416
IFNA14,rs79428416
IFNA5,rs79428416
KLHL9,rs79428416
IFNA6,rs79428416
IFNA13,rs79428416
IFNA2,rs79428416
IFNA8,rs79428416
IFNA1,rs79428416
IFNE,rs79428416
IFNWP15,rs79428416
IFNWP9,rs79428416
IFNWP18,rs79428416
IFNWP5,rs79428416
IFNA22P,rs79428416
IFNA20P,rs79428416
RP11-354P17.15,rs79428416
IFNA11P,rs79428416
IFNA12P,rs79428416
IFNWP2,rs79428416
IFNWP19,rs79428416
MIR31HG,rs79428416
RP11-534I8.1,rs7950364
MIR455,rs7950364
ZNF618,rs7950364
AMBP,rs7950364
KIF12,rs7950364
COL27A1,rs7950364
ORM1,rs7950364
ORM2,rs7950364
AKNA,rs7950364
RP11-102J14.1,rs796313
PA2G4P2,rs796313
SPATA13-AS1,rs8017377
C1QTNF9-AS1,rs8017377
NUS1P3,rs8017377
LINC00566,rs8017377
CYCSP33,rs8017377
TPTE2P6,rs8017377
RP11-307N16.6,rs8017377
SPATA13,rs8017377
C1QTNF9,rs8017377
AL359736.1,rs8017377
H3F3BP1,rs8043723
RPL21P109,rs8043723
DACH1,rs8043723
SOGA2P1,rs8044335
LINC00348,rs8044335
RABEPKP1,rs8044335
DACH1,rs8044335
RP11-231E4.3,rs8044476
LINC00909,rs8044476
ZNF407,rs8044476
ZADH2,rs8044476
TSHZ1,rs8044476
SOGA2P1,rs8053891
LINC00348,rs8053891
RABEPKP1,rs8053891
DACH1,rs8053891
FAUP1,rs8060878
RP11-231E4.2,rs8060878
RP11-231E4.3,rs8060878
LINC00909,rs8060878
CYB5A,rs8060878
C18orf63,rs8060878
FAM69C,rs8060878
CNDP2,rs8060878
CNDP1,rs8060878
ZNF407,rs8060878
RP11-380M21.2,rs8065669
RP11-380M21.4,rs8065669
RNU6-708P,rs8065669
SMAD2,rs8065669
ZBTB7C,rs8065669
AC091150.1,rs8065669
AP001062.8,rs8070463
AP001062.7,rs8070463
AP001062.1,rs8070463
AP001062.9,rs8070463
AP001063.1,rs8070463
AP001065.2,rs8070463
MTND6P21,rs8070463
AP001065.15,rs8070463
ICOSLG,rs8070463
DNMT3L,rs8070463
PFKL,rs8070463
C21orf2,rs8070463
TRPM2,rs8070463
LRRC3,rs8070463
LRRC3DN,rs8070463
RNU2-6P,rs8086351
PPP1R2P4,rs8086351
RP11-189B4.6,rs8086351
OR7E101P,rs8086351
COX17P1,rs8086351
FKBP1AP3,rs8086351
